Rank	Player	Team	Pos	Avg Stars	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18
135	Miles Sanders	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
136	Roman Hemby	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
137	Donovan Edwards	MIA	RB	3	3	4	2	3	4	BYE	4	2	2	2	4	4	2	3	3	3	4	2
138	Ronnie Rivers	LAR	RB	3.29	4	4	2	3	4	5	3	3	4	5	BYE	3	2	4	5	1	3	1
139	Dontae McMillan	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
140	Pierre Strong Jr.	GB	RB	3.12	3	4	3	3	3	5	2	4	2	3	BYE	2	3	4	4	3	3	2
141	Elijah Mitchell	PHI	RB	3.47	4	4	3	2	3	4	5	4	4	BYE	2	5	5	2	1	3	4	4
142	Kenny McIntosh	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
143	Khalil Herbert	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
144	Lew Nichols III	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
145	Elijah Tau-Tolliver	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
146	Alec Ingold	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
147	Kalel Mullings	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
148	Graig Cooper	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
149	Raheem Mostert	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
150	Cam Akers	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
151	Max Bredeson	MIN	RB	3.12	3	3	3	4	3	BYE	2	2	4	3	4	3	4	2	2	4	4	3
152	Brittain Brown	CHI	RB	2.94	4	3	3	4	3	3	2	1	3	BYE	3	2	3	4	4	3	2	3
153	Travis Homer	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
154	Corey Kiner	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
155	Alexander Mattison	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
156	Tyler Badie	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
157	Jacardia Wright	SEA	RB	3.35	2	5	4	3	4	2	2	3	5	3	BYE	4	5	4	3	2	4	2
158	Josh Williams	TB	RB	3.06	4	2	3	3	5	2	4	3	3	BYE	2	4	3	3	3	3	2	3
159	Gary Brightwell	CIN	RB	2.88	3	3	2	3	4	BYE	3	4	3	2	4	3	2	2	4	2	3	2
160	Michael Burton	CLE	RB	3.18	3	3	4	2	4	3	4	2	3	3	BYE	3	4	3	4	3	2	4
161	Adam Prentice	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
162	Zamir White	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
163	Kentrel Bullock	CIN	RB	2.88	3	3	2	3	4	BYE	3	4	3	2	4	3	2	2	4	2	3	2
164	Patrick Ricard	NYG	RB	3.24	5	2	4	5	4	3	3	BYE	3	4	3	2	4	1	2	2	5	3
165	Joshua Pitsenberger	HOU	RB	3.24	4	4	2	5	4	3	4	BYE	3	2	2	3	2	4	3	3	3	4
166	Anthony Hankerson	MIA	RB	3	3	4	2	3	4	BYE	4	2	2	2	4	4	2	3	3	3	4	2
167	Lincoln Pare	IND	RB	3.29	3	2	3	4	2	4	3	3	5	4	3	4	BYE	3	4	4	2	3
168	Jordan Waters	LAR	RB	3.29	4	4	2	3	4	5	3	3	4	5	BYE	3	2	4	5	1	3	1
169	Reggie Gilliam	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
170	Ulysses Bentley IV	IND	RB	3.29	3	2	3	4	2	4	3	3	5	4	3	4	BYE	3	4	4	2	3
171	Davon Booth	CLE	RB	3.18	3	3	4	2	4	3	4	2	3	3	BYE	3	4	3	4	3	2	4
172	Salvon Ahmed	CHI	RB	2.94	4	3	3	4	3	3	2	1	3	BYE	3	2	3	4	4	3	2	3
173	Eric Gray	NYG	RB	3.24	5	2	4	5	4	3	3	BYE	3	4	3	2	4	1	2	2	5	3
174	Dante Miller	NYG	RB	3.24	5	2	4	5	4	3	3	BYE	3	4	3	2	4	1	2	2	5	3
1	Ja'Marr Chase	CIN	WR	3.29	2	3	3	2	5	BYE	3	4	4	3	4	4	4	2	3	3	3	4
2	Puka Nacua	LAR	WR	2.71	3	3	2	1	3	3	3	2	4	3	BYE	3	2	3	5	2	2	2
3	Jaxon Smith-Njigba	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
4	Amon-Ra St. Brown	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
5	CeeDee Lamb	DAL	WR	2.76	3	4	3	3	2	3	1	3	3	3	4	1	2	BYE	3	2	3	4
6	Justin Jefferson	MIN	WR	3.59	3	4	2	5	4	BYE	3	4	3	3	3	4	3	4	4	4	4	4
7	Drake London	ATL	WR	3.12	3	3	3	4	3	4	3	2	3	2	BYE	2	4	4	4	2	4	3
8	A.J. Brown	NE	WR	3.12	2	3	2	3	3	4	4	5	3	4	BYE	2	3	2	2	4	2	5
9	Nico Collins	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
10	George Pickens	DAL	WR	2.76	3	4	3	3	2	3	1	3	3	3	4	1	2	BYE	3	2	3	4
11	Rashee Rice	KC	WR	3	2	3	5	3	BYE	2	2	2	4	4	3	3	3	3	4	3	2	3
12	Chris Olave	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
13	Tee Higgins	CIN	WR	3.29	2	3	3	2	5	BYE	3	4	4	3	4	4	4	2	3	3	3	4
14	Zay Flowers	BAL	WR	3.24	3	4	5	4	4	4	3	3	2	2	3	3	BYE	2	3	4	3	3
15	DeVonta Smith	PHI	WR	3.35	4	4	4	3	2	3	5	4	3	BYE	3	5	3	3	2	3	3	3
16	Tetairoa McMillan	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
17	Emeka Egbuka	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
18	Davante Adams	LAR	WR	2.71	3	3	2	1	3	3	3	2	4	3	BYE	3	2	3	5	2	2	2
19	Malik Nabers	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
20	Terry McLaurin	WAS	WR	2.94	1	5	2	3	3	3	BYE	1	3	3	3	3	4	3	4	2	2	5
21	Jameson Williams	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
22	Ladd McConkey	LAC	WR	2.88	3	3	3	2	2	2	BYE	3	3	3	4	4	2	3	3	5	2	2
23	Jaylen Waddle	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
24	Christian Watson	GB	WR	3.53	2	4	4	2	4	5	4	3	4	2	BYE	3	4	3	5	4	3	4
25	Garrett Wilson	NYJ	WR	3.35	4	3	4	4	4	4	5	3	2	3	2	5	BYE	2	3	4	2	3
26	Mike Evans	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
27	Luther Burden III	CHI	WR	3.06	3	2	1	4	3	4	4	2	2	BYE	4	4	2	5	3	3	4	2
28	Rome Odunze	CHI	WR	3.06	3	2	1	4	3	4	4	2	2	BYE	4	4	2	5	3	3	4	2
29	DJ Moore	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
30	Marvin Harrison Jr.	ARI	WR	2.94	2	2	3	3	4	3	2	5	2	3	2	4	1	BYE	4	4	3	3
31	Alec Pierce	IND	WR	3.12	3	2	3	4	3	4	2	2	5	5	3	3	BYE	1	4	3	4	2
32	Carnell Tate	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
33	Brian Thomas Jr.	JAC	WR	3.29	4	2	4	3	1	3	BYE	3	3	4	3	4	4	3	3	5	4	3
34	DK Metcalf	PIT	WR	3.06	4	4	3	4	3	2	4	4	BYE	3	1	2	3	2	3	3	4	3
35	Courtland Sutton	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
36	Parker Washington	JAC	WR	3.29	4	2	4	3	1	3	BYE	3	3	4	3	4	4	3	3	5	4	3
37	Quentin Johnston	LAC	WR	2.88	3	3	3	2	2	2	BYE	3	3	3	4	4	2	3	3	5	2	2
38	Jordyn Tyson	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
39	Chris Godwin Jr.	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
40	Jordan Addison	MIN	WR	3.59	3	4	2	5	4	BYE	3	4	3	3	3	4	3	4	4	4	4	4
41	Ricky Pearsall	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
42	Michael Wilson	ARI	WR	2.94	2	2	3	3	4	3	2	5	2	3	2	4	1	BYE	4	4	3	3
43	Makai Lemon	PHI	WR	3.35	4	4	4	3	2	3	5	4	3	BYE	3	5	3	3	2	3	3	3
44	Michael Pittman Jr.	PIT	WR	3.06	4	4	3	4	3	2	4	4	BYE	3	1	2	3	2	3	3	4	3
45	Jayden Reed	GB	WR	3.53	2	4	4	2	4	5	4	3	4	2	BYE	3	4	3	5	4	3	4
46	Jakobi Meyers	JAC	WR	3.29	4	2	4	3	1	3	BYE	3	3	4	3	4	4	3	3	5	4	3
47	Xavier Worthy	KC	WR	3	2	3	5	3	BYE	2	2	2	4	4	3	3	3	3	4	3	2	3
48	Wan'Dale Robinson	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
49	Josh Downs	IND	WR	3.12	3	2	3	4	3	4	2	2	5	5	3	3	BYE	1	4	3	4	2
50	Jayden Higgins	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
51	Romeo Doubs	NE	WR	3.12	2	3	2	3	3	4	4	5	3	4	BYE	2	3	2	2	4	2	5
52	Matthew Golden	GB	WR	3.53	2	4	4	2	4	5	4	3	4	2	BYE	3	4	3	5	4	3	4
53	Khalil Shakir	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
54	Rashid Shaheed	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
55	Jalen Coker	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
56	KC Concepcion	CLE	WR	3.12	2	2	3	3	4	3	4	3	4	3	BYE	3	3	4	3	3	3	3
57	Jerry Jeudy	CLE	WR	3.12	2	2	3	3	4	3	4	3	4	3	BYE	3	3	4	3	3	3	3
58	Jauan Jennings	MIN	WR	3.59	3	4	2	5	4	BYE	3	4	3	3	3	4	3	4	4	4	4	4
59	Adonai Mitchell	NYJ	WR	3.35	4	3	4	4	4	4	5	3	2	3	2	5	BYE	2	3	4	2	3
60	Jalen McMillan	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
61	Denzel Boston	CLE	WR	3.12	2	2	3	3	4	3	4	3	4	3	BYE	3	3	4	3	3	3	3
62	Tre Tucker	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
63	Travis Hunter	JAC	WR	3.29	4	2	4	3	1	3	BYE	3	3	4	3	4	4	3	3	5	4	3
64	Omar Cooper Jr.	NYJ	WR	3.35	4	3	4	4	4	4	5	3	2	3	2	5	BYE	2	3	4	2	3
65	Tre' Harris	LAC	WR	2.88	3	3	3	2	2	2	BYE	3	3	3	4	4	2	3	3	5	2	2
66	Ryan Flournoy	DAL	WR	2.76	3	4	3	3	2	3	1	3	3	3	4	1	2	BYE	3	2	3	4
67	Calvin Ridley	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
68	Kayshon Boutte	NE	WR	3.12	2	3	2	3	3	4	4	5	3	4	BYE	2	3	2	2	4	2	5
69	Isaac TeSlaa	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
70	Jaylin Noel	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
71	Troy Franklin	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
72	Rashod Bateman	BAL	WR	3.24	3	4	5	4	4	4	3	3	2	2	3	3	BYE	2	3	4	3	3
73	Dontayvion Wicks	PHI	WR	3.35	4	4	4	3	2	3	5	4	3	BYE	3	5	3	3	2	3	3	3
74	Stefon Diggs	FA	WR	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
75	Jalen Nailor	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
76	Darnell Mooney	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
77	Pat Bryant	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
78	De'Zhaun Stribling	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
79	Malik Washington	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
80	Tank Dell	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
81	Antonio Williams	WAS	WR	2.94	1	5	2	3	3	3	BYE	1	3	3	3	3	4	3	4	2	2	5
82	Deebo Samuel Sr.	FA	WR	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
83	Elic Ayomanor	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
84	Ted Hurst III	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
85	Cooper Kupp	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
86	Chimere Dike	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
87	Keon Coleman	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
88	Zachariah Branch	ATL	WR	3.12	3	3	3	4	3	4	3	2	3	2	BYE	2	4	4	4	2	4	3
89	Jack Bech	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
90	Tory Horton	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
91	Germie Bernard	PIT	WR	3.06	4	4	3	4	3	2	4	4	BYE	3	1	2	3	2	3	3	4	3
92	Christian Kirk	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
93	Tyquan Thornton	KC	WR	3	2	3	5	3	BYE	2	2	2	4	4	3	3	3	3	4	3	2	3
94	Brandon Aiyuk	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
95	Elijah Sarratt	BAL	WR	3.24	3	4	5	4	4	4	3	3	2	2	3	3	BYE	2	3	4	3	3
96	Darius Slayton	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
97	Marvin Mims Jr.	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
98	Malachi Fields	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
99	Chris Brazzell II	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
100	Devaughn Vele	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
101	Xavier Legette	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
102	Hollywood Brown	PHI	WR	3.35	4	4	4	3	2	3	5	4	3	BYE	3	5	3	3	2	3	3	3
103	Chris Bell	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
